a	b
O14617	Q6P1W5
O14617	Q6ZRS2
O14617	Q86U42
O14617	Q86V88
O14617	Q86Y13
O14617	Q8IUC6
O14617	Q8IVD9
O14617	Q8IYQ7
O14617	Q8N5A5
O14617	Q8TAP9
O14617	Q8TB24
O14617	Q8TEQ6
O14617	Q8WYN0-3
O14617	Q92748
O14617	Q92831
O14617	Q92878
O14617	Q92922
O14617	Q93034
O14617	Q969H0
O14617	Q96A73-2
O14617	Q96EF0
O14617	Q96FW1
O14617	Q96RS6-3
O14617	Q99832-3
O14617	Q9BPU6
O14617	Q9BUP3
O14617	Q9BV99
O14617	Q9BWF3
O14617	Q9BY42
O14617	Q9BYF1
O14617	Q9BYG5
O14617	Q9H0B3-4
O14617	Q9H910
O14617	Q9NVD7
O14617	Q9NVZ3
O14617	Q9NWA0
O14617	Q9UBS4
O14617	Q9UHA7
O14617	Q9UK97-3
O14617	Q9UPQ9
O14617	Q9Y3Y4
O14617	Q9Y4F5
O14617	Q9Y6Q9
O14617	Q9Y6Y8
O14617	O15379
O14617	O60427
O14617	O60656
O14617	O75182
O14617	O95477
O14617	P02652
O14617	P07148
O14617	P08047
O14617	P13196
O14617	P21439
O14617	P22680
O14617	P23511
O14617	P27469
O14617	P29279
O14617	P33121
O14617	P36956
O14617	P36956-3
O14617	P37268
O14617	P48060
O14617	P48163
O14617	P51114
O14617	P54868
O14617	P61978
O14617	P63279
O14617	Q01094
O14617	Q01581
O14617	Q02928
O14617	Q04206
O14617	Q04206-4
O14617	Q09472
O14617	Q13045
O14617	Q13952
O14617	Q14192
O14617	Q15067
O14617	Q15717
O14617	Q6NYC1
O14617	Q6PCB7
O14617	Q86YN6
O14617	Q8IVF5
O14617	Q96PU8
O14617	Q96RU7
O14617	Q96ST3
O14617	Q9BY76
O14617	Q9BZK7
O14617	Q9NZI5
O14617	Q9NZL6
O14617	Q9UDY8
O14617	Q9Y3P9
O14617	Q9Y618
O14617	Q9Y6Q9-5
O14617	Q86X55-1
O14617	P43268
O14617	Q15417
O14617	Q86X55
O95816	P06703
O95816	P18074
O95816	P19086
O95816	P23508
O95816	P25815
O95816	P33763
O95816	P62424
O95816	Q00994
O95816	Q2WGJ6
O95816	Q8IWB1
O95816	Q92925
O95816	Q96BK5
O95816	Q96BQ3
O95816	Q9NYS7
O95816	Q9P2K8
O95816	Q9UFF9
O95816	Q9UQ16
O60346	O95816
O60885	O95816
O94874	O95816
O95219	O95816
O95661	O95816
O95816	P01106
O95816	P01112-2
O95816	P04198
O95816	P05161
O95816	P0DPB6
O95816	P14625
O95816	P14678
O95816	P19320
O95816	P23258
O95816	P25789
O95816	P26045-3
O95816	P28482
O95816	P35916
O95816	P49588
O95816	P52198
O95816	P68104
O95816	P68366-2
O95816	P78368
O95816	P85037
O95816	Q01804
O95816	Q02809
O95816	Q05639
O95816	Q08AI8
O95816	Q13151
O95816	Q13451
O95816	Q15058
O95816	Q38SD2
O95816	Q6IAA8
O95816	Q86SG6
O95816	Q86TB9
O95816	Q86XF0
O95816	Q8TD08
O95816	Q96BN8
O95816	Q96CV9-2
O95816	Q96HY6
O95816	Q96QS6
O95816	Q9BQL6
O95816	Q9BYZ6-2
O95816	Q9H6T3
O95816	Q9H8V3-3
O95816	Q9HB71-3
O95816	Q9NR20
O95816	Q9NR77
O95816	Q9NWS0
O95816	Q9UGI9
O95816	Q9UNE7
O95816	Q9UNN5
O95816	Q9Y312
O95816	Q9Y512
O95816	Q9Y520-4
O14511	O95816
O14944	O95816
O15049	O95816
O95816	P35249
O95816	P49286
O95816	P62987
O95816	Q15303-3
O95816	Q5T9L3-2
O95816	Q5VVX9
O95816	Q66PJ3-3
O95816	Q86U28
O95816	Q8N3F0
O95816	Q8N8B7
O95816	Q8N8B7-2
O95816	Q8WWG1
O95816	Q99075
O95816	Q9NWX5
O95816	Q9NX04
A0MZ66-5	O95816
O94964	O95816
O95816	P09681
O95816	P10075
O95816	P10275
O95816	P13674
O95816	P21860
O95816	P23378
O95816	P48357
O95816	P50222
O95816	P51116
O95816	P51955-4
O95816	P61086
O95816	Q14CB8
O95816	Q15293
O95816	Q5VVX9-2
O95816	Q6PCD5
O95816	Q6ZMY9
O95816	Q7LBC6
O95816	Q7RTS1
O95816	Q86T24
O95816	Q86YM7
O95816	Q8IVC4
O95816	Q8TEP8
O95816	Q8WVX9
O95816	Q99614
O95816	Q99816
O95816	Q9BRK4
O95816	Q9BZR9
O95816	Q9H4P4-2
O95816	Q9H832
O95816	Q9NPF7
O95816	Q9NQC3-6
O95816	Q9NZM3
O95816	Q9UJ55
O95816	Q9ULK5
O95816	Q9Y2X9
O95816	Q9Y5K6
A1KZ92	O95816
O00267	O95816
O14497	O95816
O15294-4	O95816
O43143	O95816
O43242	O95816
O43247	O95816
O94761	O95816
O95166	O95816
O95816	P01100
O95816	P09012
O95816	P09234
O95816	P10070
O95816	P11021
O95816	P13010
O95816	P17661
O95816	P17676
O95816	P29034
O95816	P35221-3
O95816	P35499
O95816	P38398
O95816	P48552
O95816	P48643
O95816	P49247
O95816	P49327
O95816	P49761-1
O95816	P52292
O95816	P52758
O95816	P52907
O95816	P55854
O95816	P56192
O95816	P57081
O95816	P60709
O95816	P60983
O95816	P61964
O95816	P61978-3
O95816	P68431
O95816	Q06203
O95816	Q07866
O95816	Q13418
O95816	Q13541
O95816	Q13884
O95816	Q14204
O95816	Q14814
O95816	Q15417-2
O95816	Q15554
O95816	Q15596
O95816	Q16531
O95816	Q16566
O95816	Q5VZV1
O95816	Q5XPI4
O95816	Q6EMK4
O95816	Q6P1W5
O95816	Q6ZRS2
O95816	Q86U42
O95816	Q86V88
O95816	Q86Y13
O95816	Q8IUC6
O95816	Q8IVD9
O95816	Q8IYQ7
O95816	Q8N5A5
O95816	Q8TAP9
O95816	Q8TB24
O95816	Q8TEQ6
O95816	Q8WYN0-3
O95816	Q92748
O95816	Q92831
O95816	Q92878
O95816	Q92922
O95816	Q93034
O95816	Q969H0
O95816	Q96A73-2
O95816	Q96EF0
O95816	Q96FW1
O95816	Q96RS6-3
O95816	Q99832-3
O95816	Q9BPU6
O95816	Q9BUP3
O95816	Q9BV99
O95816	Q9BWF3
O95816	Q9BY42
O95816	Q9BYF1
O95816	Q9BYG5
O95816	Q9H0B3-4
O95816	Q9H910
O95816	Q9NVD7
O95816	Q9NVZ3
O95816	Q9NWA0
O95816	Q9UBS4
O95816	Q9UHA7
O95816	Q9UK97-3
O95816	Q9UPQ9
O95816	Q9Y3Y4
O95816	Q9Y4F5
O95816	Q9Y6Q9
O95816	Q9Y6Y8
O15379	O95816
O60427	O95816
O60656	O95816
O75182	O95816
O95477	O95816
O95816	P02652
O95816	P07148
O95816	P08047
O95816	P13196
O95816	P21439
O95816	P22680
O95816	P23511
O95816	P27469
O95816	P29279
O95816	P33121
O95816	P36956
O95816	P36956-3
O95816	P37268
O95816	P48060
O95816	P48163
O95816	P51114
O95816	P54868
O95816	P61978
O95816	P63279
O95816	Q01094
O95816	Q01581
O95816	Q02928
O95816	Q04206
O95816	Q04206-4
O95816	Q09472
O95816	Q13045
O95816	Q13952
O95816	Q14192
O95816	Q15067
O95816	Q15717
O95816	Q6NYC1
O95816	Q6PCB7
O95816	Q86YN6
O95816	Q8IVF5
O95816	Q96PU8
O95816	Q96RU7
O95816	Q96ST3
O95816	Q9BY76
O95816	Q9BZK7
O95816	Q9NZI5
O95816	Q9NZL6
O95816	Q9UDY8
O95816	Q9Y3P9
O95816	Q9Y618
O95816	Q9Y6Q9-5
O95816	Q86X55-1
O95816	P43268
O95816	Q15417
O95816	Q86X55
P06703	P18074
P06703	P19086
P06703	P23508
P06703	P25815
P06703	P33763
P06703	P62424
P06703	Q00994
P06703	Q2WGJ6
P06703	Q8IWB1
P06703	Q92925
P06703	Q96BK5
P06703	Q96BQ3
P06703	Q9NYS7
P06703	Q9P2K8
P06703	Q9UFF9
P06703	Q9UQ16
O60346	P06703
O60885	P06703
O94874	P06703
O95219	P06703
O95661	P06703
P01106	P06703
P01112-2	P06703
P04198	P06703
P05161	P06703
P06703	P0DPB6
P06703	P14625
P06703	P14678
P06703	P19320
P06703	P23258
P06703	P25789
P06703	P26045-3
P06703	P28482
P06703	P35916
P06703	P49588
P06703	P52198
P06703	P68104
P06703	P68366-2
P06703	P78368
P06703	P85037
P06703	Q01804
P06703	Q02809
P06703	Q05639
P06703	Q08AI8
P06703	Q13151
P06703	Q13451
P06703	Q15058
P06703	Q38SD2
P06703	Q6IAA8
P06703	Q86SG6
P06703	Q86TB9
P06703	Q86XF0
P06703	Q8TD08
P06703	Q96BN8
P06703	Q96CV9-2
P06703	Q96HY6
P06703	Q96QS6
P06703	Q9BQL6
P06703	Q9BYZ6-2
P06703	Q9H6T3
P06703	Q9H8V3-3
P06703	Q9HB71-3
P06703	Q9NR20
P06703	Q9NR77
P06703	Q9NWS0
P06703	Q9UGI9
P06703	Q9UNE7
P06703	Q9UNN5
P06703	Q9Y312
P06703	Q9Y512
P06703	Q9Y520-4
O14511	P06703
O14944	P06703
O15049	P06703
P06703	P35249
P06703	P49286
P06703	P62987
P06703	Q15303-3
P06703	Q5T9L3-2
P06703	Q5VVX9
P06703	Q66PJ3-3
P06703	Q86U28
P06703	Q8N3F0
P06703	Q8N8B7
P06703	Q8N8B7-2
P06703	Q8WWG1
P06703	Q99075
P06703	Q9NWX5
P06703	Q9NX04
A0MZ66-5	P06703
O94964	P06703
P06703	P09681
P06703	P10075
P06703	P10275
P06703	P13674
P06703	P21860
P06703	P23378
P06703	P48357
P06703	P50222
P06703	P51116
P06703	P51955-4
P06703	P61086
P06703	Q14CB8
P06703	Q15293
P06703	Q5VVX9-2
P06703	Q6PCD5
P06703	Q6ZMY9
P06703	Q7LBC6
P06703	Q7RTS1
P06703	Q86T24
P06703	Q86YM7
P06703	Q8IVC4
P06703	Q8TEP8
P06703	Q8WVX9
P06703	Q99614
P06703	Q99816
P06703	Q9BRK4
P06703	Q9BZR9
P06703	Q9H4P4-2
P06703	Q9H832
P06703	Q9NPF7
P06703	Q9NQC3-6
P06703	Q9NZM3
P06703	Q9UJ55
P06703	Q9ULK5
P06703	Q9Y2X9
P06703	Q9Y5K6
A1KZ92	P06703
O00267	P06703
O14497	P06703
O15294-4	P06703
O43143	P06703
O43242	P06703
O43247	P06703
O94761	P06703
O95166	P06703
P01100	P06703
P06703	P09012
P06703	P09234
P06703	P10070
P06703	P11021
P06703	P13010
P06703	P17661
P06703	P17676
P06703	P29034
P06703	P35221-3
P06703	P35499
P06703	P38398
P06703	P48552
P06703	P48643
P06703	P49247
P06703	P49327
P06703	P49761-1
P06703	P52292
P06703	P52758
P06703	P52907
P06703	P55854
P06703	P56192
P06703	P57081
P06703	P60709
P06703	P60983
P06703	P61964
P06703	P61978-3
P06703	P68431
P06703	Q06203
P06703	Q07866
P06703	Q13418
P06703	Q13541
P06703	Q13884
P06703	Q14204
P06703	Q14814
P06703	Q15417-2
P06703	Q15554
P06703	Q15596
P06703	Q16531
P06703	Q16566
P06703	Q5VZV1
P06703	Q5XPI4
P06703	Q6EMK4
P06703	Q6P1W5
P06703	Q6ZRS2
P06703	Q86U42
P06703	Q86V88
P06703	Q86Y13
P06703	Q8IUC6
P06703	Q8IVD9
P06703	Q8IYQ7
P06703	Q8N5A5
P06703	Q8TAP9
P06703	Q8TB24
P06703	Q8TEQ6
P06703	Q8WYN0-3
P06703	Q92748
P06703	Q92831
P06703	Q92878
P06703	Q92922
P06703	Q93034
P06703	Q969H0
P06703	Q96A73-2
P06703	Q96EF0
P06703	Q96FW1
P06703	Q96RS6-3
P06703	Q99832-3
P06703	Q9BPU6
P06703	Q9BUP3
P06703	Q9BV99
P06703	Q9BWF3
P06703	Q9BY42
P06703	Q9BYF1
P06703	Q9BYG5
P06703	Q9H0B3-4
P06703	Q9H910
P06703	Q9NVD7
P06703	Q9NVZ3
P06703	Q9NWA0
P06703	Q9UBS4
P06703	Q9UHA7
P06703	Q9UK97-3
P06703	Q9UPQ9
P06703	Q9Y3Y4
P06703	Q9Y4F5
P06703	Q9Y6Q9
P06703	Q9Y6Y8
O15379	P06703
O60427	P06703
O60656	P06703
O75182	P06703
O95477	P06703
P02652	P06703
P06703	P07148
P06703	P08047
P06703	P13196
P06703	P21439
P06703	P22680
P06703	P23511
P06703	P27469
P06703	P29279
P06703	P33121
P06703	P36956
P06703	P36956-3
P06703	P37268
P06703	P48060
P06703	P48163
P06703	P51114
P06703	P54868
P06703	P61978
P06703	P63279
P06703	Q01094
P06703	Q01581
P06703	Q02928
P06703	Q04206
P06703	Q04206-4
P06703	Q09472
P06703	Q13045
P06703	Q13952
P06703	Q14192
P06703	Q15067
P06703	Q15717
P06703	Q6NYC1
P06703	Q6PCB7
P06703	Q86YN6
P06703	Q8IVF5
P06703	Q96PU8
P06703	Q96RU7
P06703	Q96ST3
P06703	Q9BY76
P06703	Q9BZK7
P06703	Q9NZI5
P06703	Q9NZL6
P06703	Q9UDY8
P06703	Q9Y3P9
P06703	Q9Y618
P06703	Q9Y6Q9-5
P06703	Q86X55-1
P06703	P43268
P06703	Q15417
P06703	Q86X55
P18074	P19086
P18074	P23508
P18074	P25815
P18074	P33763
P18074	P62424
P18074	Q00994
P18074	Q2WGJ6
P18074	Q8IWB1
P18074	Q92925
P18074	Q96BK5
P18074	Q96BQ3
P18074	Q9NYS7
P18074	Q9P2K8
P18074	Q9UFF9
P18074	Q9UQ16
O60346	P18074
O60885	P18074
O94874	P18074
O95219	P18074
O95661	P18074
P01106	P18074
P01112-2	P18074
P04198	P18074
P05161	P18074
P0DPB6	P18074
P14625	P18074
P14678	P18074
P18074	P19320
P18074	P23258
P18074	P25789
P18074	P26045-3
P18074	P28482
P18074	P35916
P18074	P49588
P18074	P52198
P18074	P68104
P18074	P68366-2
P18074	P78368
P18074	P85037
P18074	Q01804
P18074	Q02809
P18074	Q05639
P18074	Q08AI8
P18074	Q13151
P18074	Q13451
P18074	Q15058
P18074	Q38SD2
P18074	Q6IAA8
P18074	Q86SG6
P18074	Q86TB9
P18074	Q86XF0
P18074	Q8TD08
P18074	Q96BN8
P18074	Q96CV9-2
P18074	Q96HY6
P18074	Q96QS6
P18074	Q9BQL6
P18074	Q9BYZ6-2
P18074	Q9H6T3
P18074	Q9H8V3-3
P18074	Q9HB71-3
P18074	Q9NR20
P18074	Q9NR77
P18074	Q9NWS0
P18074	Q9UGI9
P18074	Q9UNE7
P18074	Q9UNN5
P18074	Q9Y312
P18074	Q9Y512
P18074	Q9Y520-4
O14511	P18074
O14944	P18074
O15049	P18074
P18074	P35249
P18074	P49286
P18074	P62987
P18074	Q15303-3
P18074	Q5T9L3-2
P18074	Q5VVX9
P18074	Q66PJ3-3
P18074	Q86U28
P18074	Q8N3F0
P18074	Q8N8B7
P18074	Q8N8B7-2
P18074	Q8WWG1
P18074	Q99075
P18074	Q9NWX5
P18074	Q9NX04
A0MZ66-5	P18074
O94964	P18074
P09681	P18074
P10075	P18074
P10275	P18074
P13674	P18074
P18074	P21860
P18074	P23378
P18074	P48357
P18074	P50222
P18074	P51116
P18074	P51955-4
P18074	P61086
P18074	Q14CB8
P18074	Q15293
P18074	Q5VVX9-2
P18074	Q6PCD5
P18074	Q6ZMY9
P18074	Q7LBC6
P18074	Q7RTS1
P18074	Q86T24
P18074	Q86YM7
P18074	Q8IVC4
P18074	Q8TEP8
P18074	Q8WVX9
P18074	Q99614
P18074	Q99816
P18074	Q9BRK4
P18074	Q9BZR9
P18074	Q9H4P4-2
P18074	Q9H832
P18074	Q9NPF7
P18074	Q9NQC3-6
P18074	Q9NZM3
P18074	Q9UJ55
P18074	Q9ULK5
P18074	Q9Y2X9
P18074	Q9Y5K6
A1KZ92	P18074
O00267	P18074
O14497	P18074
O15294-4	P18074
O43143	P18074
O43242	P18074
O43247	P18074
O94761	P18074
O95166	P18074
P01100	P18074
P09012	P18074
P09234	P18074
P10070	P18074
P11021	P18074
P13010	P18074
P17661	P18074
P17676	P18074
P18074	P29034
P18074	P35221-3
P18074	P35499
P18074	P38398
P18074	P48552
P18074	P48643
P18074	P49247
P18074	P49327
P18074	P49761-1
P18074	P52292
P18074	P52758
P18074	P52907
P18074	P55854
P18074	P56192
P18074	P57081
P18074	P60709
P18074	P60983
P18074	P61964
P18074	P61978-3
P18074	P68431
P18074	Q06203
P18074	Q07866
P18074	Q13418
P18074	Q13541
P18074	Q13884
P18074	Q14204
P18074	Q14814
P18074	Q15417-2
P18074	Q15554
P18074	Q15596
P18074	Q16531
P18074	Q16566
P18074	Q5VZV1
P18074	Q5XPI4
P18074	Q6EMK4
P18074	Q6P1W5
P18074	Q6ZRS2
P18074	Q86U42
P18074	Q86V88
P18074	Q86Y13
P18074	Q8IUC6
P18074	Q8IVD9
P18074	Q8IYQ7
P18074	Q8N5A5
P18074	Q8TAP9
P18074	Q8TB24
P18074	Q8TEQ6
P18074	Q8WYN0-3
P18074	Q92748
P18074	Q92831
P18074	Q92878
P18074	Q92922
P18074	Q93034
P18074	Q969H0
P18074	Q96A73-2
P18074	Q96EF0
P18074	Q96FW1
P18074	Q96RS6-3
P18074	Q99832-3
P18074	Q9BPU6
P18074	Q9BUP3
P18074	Q9BV99
P18074	Q9BWF3
P18074	Q9BY42
P18074	Q9BYF1
P18074	Q9BYG5
P18074	Q9H0B3-4
P18074	Q9H910
P18074	Q9NVD7
P18074	Q9NVZ3
P18074	Q9NWA0
P18074	Q9UBS4
P18074	Q9UHA7
P18074	Q9UK97-3
P18074	Q9UPQ9
P18074	Q9Y3Y4
P18074	Q9Y4F5
P18074	Q9Y6Q9
P18074	Q9Y6Y8
O15379	P18074
O60427	P18074
O60656	P18074
O75182	P18074
O95477	P18074
P02652	P18074
P07148	P18074
P08047	P18074
P13196	P18074
P18074	P21439
P18074	P22680
P18074	P23511
P18074	P27469
P18074	P29279
P18074	P33121
P18074	P36956
P18074	P36956-3
P18074	P37268
P18074	P48060
P18074	P48163
P18074	P51114
P18074	P54868
P18074	P61978
P18074	P63279
P18074	Q01094
P18074	Q01581
P18074	Q02928
P18074	Q04206
P18074	Q04206-4
P18074	Q09472
P18074	Q13045
P18074	Q13952
P18074	Q14192
P18074	Q15067
P18074	Q15717
P18074	Q6NYC1
P18074	Q6PCB7
P18074	Q86YN6
P18074	Q8IVF5
P18074	Q96PU8
P18074	Q96RU7
P18074	Q96ST3
P18074	Q9BY76
P18074	Q9BZK7
P18074	Q9NZI5
P18074	Q9NZL6
P18074	Q9UDY8
P18074	Q9Y3P9
P18074	Q9Y618
P18074	Q9Y6Q9-5
P18074	Q86X55-1
P18074	P43268
P18074	Q15417
P18074	Q86X55
P19086	P23508
P19086	P25815
P19086	P33763
P19086	P62424
P19086	Q00994
P19086	Q2WGJ6
P19086	Q8IWB1
P19086	Q92925
P19086	Q96BK5
P19086	Q96BQ3
P19086	Q9NYS7
P19086	Q9P2K8
P19086	Q9UFF9
P19086	Q9UQ16
O60346	P19086
O60885	P19086
O94874	P19086
O95219	P19086
O95661	P19086
P01106	P19086
P01112-2	P19086
P04198	P19086
P05161	P19086
P0DPB6	P19086
P14625	P19086
P14678	P19086
P19086	P19320
P19086	P23258
P19086	P25789
P19086	P26045-3
P19086	P28482
P19086	P35916
P19086	P49588
P19086	P52198
P19086	P68104
P19086	P68366-2
P19086	P78368
P19086	P85037
P19086	Q01804
P19086	Q02809
P19086	Q05639
P19086	Q08AI8
P19086	Q13151
P19086	Q13451
P19086	Q15058
P19086	Q38SD2
P19086	Q6IAA8
P19086	Q86SG6
P19086	Q86TB9
P19086	Q86XF0
P19086	Q8TD08
P19086	Q96BN8
P19086	Q96CV9-2
P19086	Q96HY6
P19086	Q96QS6
P19086	Q9BQL6
P19086	Q9BYZ6-2
P19086	Q9H6T3
P19086	Q9H8V3-3
P19086	Q9HB71-3
P19086	Q9NR20
P19086	Q9NR77
P19086	Q9NWS0
P19086	Q9UGI9
P19086	Q9UNE7
P19086	Q9UNN5
P19086	Q9Y312
P19086	Q9Y512
P19086	Q9Y520-4
O14511	P19086
O14944	P19086
O15049	P19086
P19086	P35249
P19086	P49286
P19086	P62987
P19086	Q15303-3
P19086	Q5T9L3-2
P19086	Q5VVX9
P19086	Q66PJ3-3
P19086	Q86U28
P19086	Q8N3F0
P19086	Q8N8B7
P19086	Q8N8B7-2
P19086	Q8WWG1
P19086	Q99075
P19086	Q9NWX5
P19086	Q9NX04
A0MZ66-5	P19086
O94964	P19086
P09681	P19086
P10075	P19086
P10275	P19086
P13674	P19086
P19086	P21860
P19086	P23378
P19086	P48357
P19086	P50222
P19086	P51116
P19086	P51955-4
P19086	P61086
P19086	Q14CB8
P19086	Q15293
P19086	Q5VVX9-2
P19086	Q6PCD5
P19086	Q6ZMY9
P19086	Q7LBC6
P19086	Q7RTS1
P19086	Q86T24
P19086	Q86YM7
P19086	Q8IVC4
P19086	Q8TEP8
P19086	Q8WVX9
P19086	Q99614
P19086	Q99816
P19086	Q9BRK4
P19086	Q9BZR9
P19086	Q9H4P4-2
P19086	Q9H832
P19086	Q9NPF7
P19086	Q9NQC3-6
P19086	Q9NZM3
P19086	Q9UJ55
P19086	Q9ULK5
P19086	Q9Y2X9
P19086	Q9Y5K6
A1KZ92	P19086
O00267	P19086
O14497	P19086
O15294-4	P19086
O43143	P19086
O43242	P19086
O43247	P19086
O94761	P19086
O95166	P19086
P01100	P19086
P09012	P19086
P09234	P19086
P10070	P19086
P11021	P19086
P13010	P19086
P17661	P19086
P17676	P19086
P19086	P29034
P19086	P35221-3
P19086	P35499
P19086	P38398
P19086	P48552
P19086	P48643
P19086	P49247
P19086	P49327
P19086	P49761-1
P19086	P52292
P19086	P52758
P19086	P52907
P19086	P55854
P19086	P56192
P19086	P57081
P19086	P60709
P19086	P60983
P19086	P61964
P19086	P61978-3
P19086	P68431
P19086	Q06203
P19086	Q07866
P19086	Q13418
P19086	Q13541
P19086	Q13884
P19086	Q14204
P19086	Q14814
P19086	Q15417-2
P19086	Q15554
P19086	Q15596
P19086	Q16531
P19086	Q16566
P19086	Q5VZV1
P19086	Q5XPI4
P19086	Q6EMK4
P19086	Q6P1W5
P19086	Q6ZRS2
P19086	Q86U42
P19086	Q86V88
P19086	Q86Y13
P19086	Q8IUC6
P19086	Q8IVD9
P19086	Q8IYQ7
P19086	Q8N5A5
P19086	Q8TAP9
P19086	Q8TB24
P19086	Q8TEQ6
P19086	Q8WYN0-3
P19086	Q92748
P19086	Q92831
P19086	Q92878
P19086	Q92922
P19086	Q93034
P19086	Q969H0
P19086	Q96A73-2
P19086	Q96EF0
P19086	Q96FW1
P19086	Q96RS6-3
P19086	Q99832-3
P19086	Q9BPU6
P19086	Q9BUP3
P19086	Q9BV99
P19086	Q9BWF3
P19086	Q9BY42
P19086	Q9BYF1
P19086	Q9BYG5
P19086	Q9H0B3-4
P19086	Q9H910
P19086	Q9NVD7
P19086	Q9NVZ3
P19086	Q9NWA0
P19086	Q9UBS4
P19086	Q9UHA7
P19086	Q9UK97-3
P19086	Q9UPQ9
P19086	Q9Y3Y4
P19086	Q9Y4F5
P19086	Q9Y6Q9
P19086	Q9Y6Y8
O15379	P19086
O60427	P19086
O60656	P19086
O75182	P19086
O95477	P19086
P02652	P19086
P07148	P19086
P08047	P19086
P13196	P19086
P19086	P21439
P19086	P22680
P19086	P23511
P19086	P27469
P19086	P29279
P19086	P33121
P19086	P36956
P19086	P36956-3
P19086	P37268
P19086	P48060
P19086	P48163
P19086	P51114
P19086	P54868
P19086	P61978
P19086	P63279
P19086	Q01094
P19086	Q01581
P19086	Q02928
P19086	Q04206
P19086	Q04206-4
P19086	Q09472
P19086	Q13045
P19086	Q13952
P19086	Q14192
P19086	Q15067
P19086	Q15717
P19086	Q6NYC1
P19086	Q6PCB7
P19086	Q86YN6
P19086	Q8IVF5
P19086	Q96PU8
P19086	Q96RU7
P19086	Q96ST3
P19086	Q9BY76
P19086	Q9BZK7
P19086	Q9NZI5
P19086	Q9NZL6
P19086	Q9UDY8
P19086	Q9Y3P9
P19086	Q9Y618
P19086	Q9Y6Q9-5
P19086	Q86X55-1
P19086	P43268
P19086	Q15417
P19086	Q86X55
P23508	P25815
P23508	P33763
P23508	P62424
P23508	Q00994
