a	b
O00425	Q13535
O00425	Q13619-2
O00425	Q13620-3
O00425	Q15365
O00425	Q15583-4
O00425	Q16531
O00425	Q16659
O00425	Q16740
O00425	Q16778
O00425	Q16880
O00425	Q2M2Z5
O00425	Q32MQ0
O00425	Q5VTQ0
O00425	Q5VV42
O00425	Q63HK5
O00425	Q6UVY6
O00425	Q6ZQN5
O00425	Q6ZRI6
O00425	Q6ZSJ9
O00425	Q7Z417
O00425	Q7Z5M5
O00425	Q86YV6
O00425	Q8IVP5
O00425	Q8IX07
O00425	Q8IXL7
O00425	Q8IXZ2
O00425	Q8N3X6
O00425	Q8N7C3
O00425	Q8NAM6
O00425	Q8NC51
O00425	Q8NC74
O00425	Q8NEC5
O00425	Q8WW38
O00425	Q8WXI9
O00425	Q92618
O00425	Q92831
O00425	Q969M3
O00425	Q96EK4
O00425	Q96FZ2
O00425	Q96HB5
O00425	Q96JB3
O00425	Q96KM6
O00425	Q96MA1
O00425	Q99592
O00425	Q99594
O00425	Q99853
O00425	Q9BUE6
O00425	Q9BVG4
O00425	Q9BWD1
O00425	Q9BWF3
O00425	Q9BXL5
O00425	Q9BYF1
O00425	Q9BZG8
O00425	Q9C009
O00425	Q9H0I2
O00425	Q9H596
O00425	Q9H6P5
O00425	Q9H8V3-3
O00425	Q9H8Y1
O00425	Q9HC36
O00425	Q9HCG8
O00425	Q9HCN3
O00425	Q9HCS4
O00425	Q9NPL8
O00425	Q9NQ66-2
O00425	Q9NVS9
O00425	Q9NZ09
O00425	Q9NZR4
O00425	Q9P013
O00425	Q9UFD9
O00425	Q9UJX2
O00425	Q9UJZ1
O00425	Q9UKL3
O00425	Q9UN79
O00425	Q9UNE7
O00425	Q9UPN4-2
O00425	Q9Y216
O00425	Q9Y2V2
O00425	Q9Y3P8
O00425	Q9Y4X4
O00425	Q9Y5P3
C9JLW8	O00425
O00425	O15409
O00425	O94818
O00425	O94818-2
O00425	O95425-2
O00425	O95785
O00425	P29692-3
O00425	P35712-2
O00425	P37275-5
O00425	P42694
O00425	P51946
O00425	P63261
O00425	P63279
O00425	Q03112-1
O00425	Q13643
O00425	Q15583
O00425	Q15583-2
O00425	Q92786
O00425	Q96JN0
O00425	Q96MY1
O00425	Q9NQ66
O00425	Q9UIF8
O00425	Q9Y4F3
O00425	P56545-3
O00305	O00425
O00425	O60941-5
O00425	P33240
O00425	P42858
O00425	P54284
O00425	Q02641
O00425	Q04637-9
O00425	Q08117-2
O00425	Q13422-7
O00425	Q16719-2
O00425	Q76N32-2
O00425	Q8IUD6
O00425	Q8IXL7-2
O00425	Q8N3X6-3
O00425	Q9H6U6
O00425	Q9H6Z9
O00425	Q9UIF8-2
O00425	Q9Y6W3
O00425	P56545-2
A7XYQ1	O00425
O00425	O15287
O00425	O15379
O00425	O43623
O00425	O43929-2
O00425	O94805
O00425	O94906
O00425	O95817
O00425	P04406
O00425	P08047-2
O00425	P20226
O00425	P22392
O00425	P23258
O00425	P24385
O00425	P25054
O00425	P30084
O00425	P31939
O00425	P35221-3
O00425	P35613-2
O00425	P41182-2
O00425	P41743
O00425	P43699
O00425	P61587
O00425	P63162
O00425	P80365
O00425	P85037
O00425	Q00403
O00425	Q01664
O00425	Q02930
O00425	Q09028
O00425	Q13029-3
O00425	Q14129
O00425	Q15554
O00425	Q15561
O00425	Q16254
O00425	Q16352
O00425	Q2M3V2
O00425	Q5JPI9
O00425	Q5JSZ5
O00425	Q6PCT2
O00425	Q6W2J9
O00425	Q7Z3E1
O00425	Q86UW9
O00425	Q8IZL2
O00425	Q8TBB1
O00425	Q8TEB1
O00425	Q8TES7-5
O00425	Q92830
O00425	Q96AV8
O00425	Q99959
O00425	Q9BVS5
O00425	Q9BZK7
O00425	Q9H2S9
O00425	Q9HBZ2
O00425	Q9NW64
O00425	Q9NZQ7-3
O00425	Q9UII4
O00425	Q9Y3X0
O00425	Q9Y6B6
O00425	P35613
O00425	Q13131
O00425	Q86SE9
O00425	Q8NA82
O00425	Q96JN0-2
O00425	Q96MY1-2
O00425	P30281
O00425	Q96ST3
A4D1E9	O00425
A6NJ78	O00425
A8MXV4	O00425
O00217	O00425
O00425	O00746
O00425	O14979
O00425	O15091-2
O00425	O43678
O00425	O43819
O00425	O43824
O00425	O75306
O00425	O75419-3
O00425	O75879
O00425	O75964
O00425	O95202
O00425	O95714
O00425	O95831
O00425	P05023-3
O00425	P06576
O00425	P10515
O00425	P16615-3
O00425	P20337
O00425	P20674
O00425	P23368
O00425	P24539
O00425	P27144
O00425	P42765
O00425	P43361
O00425	P47985
O00425	P51648-2
O00425	P52198
O00425	P52815
O00425	P53597
O00425	P56556
O00425	P56589
O00425	P82650
O00425	P82932
O00425	P82933
O00425	Q13084
O00425	Q15120
O00425	Q16795
O00425	Q4J6C6-4
O00425	Q5HYK3
O00425	Q5JTZ9
O00425	Q5SQN1
O00425	Q5ST30
O00425	Q5SWA1
O00425	Q5TC12
O00425	Q5THJ4
O00425	Q5VT66
O00425	Q6L8Q7
O00425	Q6P1X6
O00425	Q7L0Y3
O00425	Q7L8L6
O00425	Q7Z434
O00425	Q86TX2
O00425	Q8IYB8
O00425	Q8N183
O00425	Q8N5N7
O00425	Q8N983-4
O00425	Q8NC60
O00425	Q8NCN5
O00425	Q8TCS8
O00425	Q8TEV9
O00425	Q92575
O00425	Q92665
O00425	Q969V3-2
O00425	Q969Z3
O00425	Q96A35
O00425	Q96AG3
O00425	Q96D53
O00425	Q96DV4
O00425	Q96EL2
O00425	Q96EY7
O00425	Q96EY8
O00425	Q96GJ1
O00425	Q96HY6
O00425	Q96I36
O00425	Q99623
O00425	Q99729
O00425	Q9BQP7
O00425	Q9BSH4
O00425	Q9BYD1
O00425	Q9BYN8
O00425	Q9H0W5
O00425	Q9H9S3
O00425	Q9HD33
O00425	Q9NP81
O00425	Q9NR77
O00425	Q9NUL3
O00425	Q9NUU7-2
O00425	Q9NWT6
O00425	Q9NWU5
O00425	Q9NX40
O00425	Q9P015
O00425	Q9P032
O00425	Q9P0M9
O00425	Q9P0N8
O00425	Q9UI09
O00425	Q9Y291
O00425	Q9Y2R5
O00425	Q9Y2S7
O00425	Q9Y2W6
O00425	Q9Y2Z4
O00425	Q9Y399
O00425	Q9Y3D3
O00425	Q9Y3D5
O00425	Q9Y3D7
O00425	Q9Y697
O00425	P31946
O00425	P61981
O00425	Q9Y4B6
O00425	P40692
O00425	Q15149
O00425	Q9UQ84-4
P02549	P35249
P02549	Q6P656
P02549	Q92878
P02549	Q96MC2
P02549	Q96PU4
P02549	Q99626
O60341	P02549
P02549	Q14653
P02549	Q16695
P02549	Q86WV6
P02549	Q9BSI4
P02549	Q9NYB0
P02549	Q9Y5K1
P02549	P18858
P02549	P24864-3
P02549	Q09472
P02549	Q92878-3
P02549	Q96SD1-2
P02549	Q9BXW9
P02549	P49959-2
O14907	P02549
O60934	P02549
O75362	P02549
O75475	P02549
O94761	P02549
P02549	P0CG48
P02549	P10909
P02549	P11021
P02549	P12004
P02549	P16104
P02549	P18887
P02549	P25791-3
P02549	P26232
P02549	P38398
P02549	P48059
P02549	P51116
P02549	P51530
P02549	P53350
P02549	P56545
P02549	P59665
P02549	P61968
P02549	P68104
P02549	P78317
P02549	P78527
P02549	Q00987
P02549	Q13363
P02549	Q13422
P02549	Q13526
P02549	Q13547
P02549	Q16270
P02549	Q2M1P5
P02549	Q5S007
P02549	Q6UWZ7
P02549	Q7Z4V5
P02549	Q7Z5Q5
P02549	Q86UD0
P02549	Q8IUQ4
P02549	Q8IV36
P02549	Q8NI27
P02549	Q8TB96
P02549	Q8TDN6
P02549	Q8WVD3-2
P02549	Q92547
P02549	Q92769
P02549	Q92917
P02549	Q96BD5-3
P02549	Q96EA4
P02549	Q96HA8
P02549	Q96M94
P02549	Q96T58
P02549	Q9BZD6
P02549	Q9GZX5
P02549	Q9H7T9
P02549	Q9HAT8
P02549	Q9NVH0
P02549	Q9NY61
P02549	Q9UGC6
P02549	Q9UKL0
P02549	Q9UM11
P02549	Q9UQ84
P02549	Q9Y3Z3
P02549	Q9Y6K9
P02549	Q99708-2
P02549	P25800
P02549	Q99708-3
P02549	P25791
P02549	P28749-2
P02549	Q13363-2
P02549	Q9GZN2
B2RXF5	P02549
O00358	P02549
O00453-11	P02549
O14827	P02549
O43175	P02549
O43474	P02549
O43541	P02549
O43638	P02549
O43765	P02549
O60294	P02549
O60315	P02549
O60885	P02549
O75386	P02549
O75558	P02549
O94782	P02549
O95373	P02549
O95983	P02549
P00533	P02549
P01106	P02549
P02549	P09067
P02549	P0C7T5
P02549	P10275
P02549	P12532-2
P02549	P16083
P02549	P19784
P02549	P20749
P02549	P23515
P02549	P30041
P02549	P35712
P02549	P40305
P02549	P42771-2
P02549	P43694
P02549	P45983-3
P02549	P48552
P02549	P50583
P02549	P51570
P02549	P51610
P02549	P51681
P02549	P53779-2
P02549	P57682
P02549	P61962
P02549	P62273
P02549	P62424
P02549	Q00LT1
P02549	Q01196-10
P02549	Q02742
P02549	Q05086-3
P02549	Q12947
P02549	Q13489
P02549	Q13490
P02549	Q13535
P02549	Q13619-2
P02549	Q13620-3
P02549	Q15365
P02549	Q15583-4
P02549	Q16531
P02549	Q16659
P02549	Q16740
P02549	Q16778
P02549	Q16880
P02549	Q2M2Z5
P02549	Q32MQ0
P02549	Q5VTQ0
P02549	Q5VV42
P02549	Q63HK5
P02549	Q6UVY6
P02549	Q6ZQN5
P02549	Q6ZRI6
P02549	Q6ZSJ9
P02549	Q7Z417
P02549	Q7Z5M5
P02549	Q86YV6
P02549	Q8IVP5
P02549	Q8IX07
P02549	Q8IXL7
P02549	Q8IXZ2
P02549	Q8N3X6
P02549	Q8N7C3
P02549	Q8NAM6
P02549	Q8NC51
P02549	Q8NC74
P02549	Q8NEC5
P02549	Q8WW38
P02549	Q8WXI9
P02549	Q92618
P02549	Q92831
P02549	Q969M3
P02549	Q96EK4
P02549	Q96FZ2
P02549	Q96HB5
P02549	Q96JB3
P02549	Q96KM6
P02549	Q96MA1
P02549	Q99592
P02549	Q99594
P02549	Q99853
P02549	Q9BUE6
P02549	Q9BVG4
P02549	Q9BWD1
P02549	Q9BWF3
P02549	Q9BXL5
P02549	Q9BYF1
P02549	Q9BZG8
P02549	Q9C009
P02549	Q9H0I2
P02549	Q9H596
P02549	Q9H6P5
P02549	Q9H8V3-3
P02549	Q9H8Y1
P02549	Q9HC36
P02549	Q9HCG8
P02549	Q9HCN3
P02549	Q9HCS4
P02549	Q9NPL8
P02549	Q9NQ66-2
P02549	Q9NVS9
P02549	Q9NZ09
P02549	Q9NZR4
P02549	Q9P013
P02549	Q9UFD9
P02549	Q9UJX2
P02549	Q9UJZ1
P02549	Q9UKL3
P02549	Q9UN79
P02549	Q9UNE7
P02549	Q9UPN4-2
P02549	Q9Y216
P02549	Q9Y2V2
P02549	Q9Y3P8
P02549	Q9Y4X4
P02549	Q9Y5P3
C9JLW8	P02549
O15409	P02549
O94818	P02549
O94818-2	P02549
O95425-2	P02549
O95785	P02549
P02549	P29692-3
P02549	P35712-2
P02549	P37275-5
P02549	P42694
P02549	P51946
P02549	P63261
P02549	P63279
P02549	Q03112-1
P02549	Q13643
P02549	Q15583
P02549	Q15583-2
P02549	Q92786
P02549	Q96JN0
P02549	Q96MY1
P02549	Q9NQ66
P02549	Q9UIF8
P02549	Q9Y4F3
P02549	P56545-3
O00305	P02549
O60941-5	P02549
P02549	P33240
P02549	P42858
P02549	P54284
P02549	Q02641
P02549	Q04637-9
P02549	Q08117-2
P02549	Q13422-7
P02549	Q16719-2
P02549	Q76N32-2
P02549	Q8IUD6
P02549	Q8IXL7-2
P02549	Q8N3X6-3
P02549	Q9H6U6
P02549	Q9H6Z9
P02549	Q9UIF8-2
P02549	Q9Y6W3
P02549	P56545-2
A7XYQ1	P02549
O15287	P02549
O15379	P02549
O43623	P02549
O43929-2	P02549
O94805	P02549
O94906	P02549
O95817	P02549
P02549	P04406
P02549	P08047-2
P02549	P20226
P02549	P22392
P02549	P23258
P02549	P24385
P02549	P25054
P02549	P30084
P02549	P31939
P02549	P35221-3
P02549	P35613-2
P02549	P41182-2
P02549	P41743
P02549	P43699
P02549	P61587
P02549	P63162
P02549	P80365
P02549	P85037
P02549	Q00403
P02549	Q01664
P02549	Q02930
P02549	Q09028
P02549	Q13029-3
P02549	Q14129
P02549	Q15554
P02549	Q15561
P02549	Q16254
P02549	Q16352
P02549	Q2M3V2
P02549	Q5JPI9
P02549	Q5JSZ5
P02549	Q6PCT2
P02549	Q6W2J9
P02549	Q7Z3E1
P02549	Q86UW9
P02549	Q8IZL2
P02549	Q8TBB1
P02549	Q8TEB1
P02549	Q8TES7-5
P02549	Q92830
P02549	Q96AV8
P02549	Q99959
P02549	Q9BVS5
P02549	Q9BZK7
P02549	Q9H2S9
P02549	Q9HBZ2
P02549	Q9NW64
P02549	Q9NZQ7-3
P02549	Q9UII4
P02549	Q9Y3X0
P02549	Q9Y6B6
P02549	P35613
P02549	Q13131
P02549	Q86SE9
P02549	Q8NA82
P02549	Q96JN0-2
P02549	Q96MY1-2
P02549	P30281
P02549	Q96ST3
A4D1E9	P02549
A6NJ78	P02549
A8MXV4	P02549
O00217	P02549
O00746	P02549
O14979	P02549
O15091-2	P02549
O43678	P02549
O43819	P02549
O43824	P02549
O75306	P02549
O75419-3	P02549
O75879	P02549
O75964	P02549
O95202	P02549
O95714	P02549
O95831	P02549
P02549	P05023-3
P02549	P06576
P02549	P10515
P02549	P16615-3
P02549	P20337
P02549	P20674
P02549	P23368
P02549	P24539
P02549	P27144
P02549	P42765
P02549	P43361
P02549	P47985
P02549	P51648-2
P02549	P52198
P02549	P52815
P02549	P53597
P02549	P56556
P02549	P56589
P02549	P82650
P02549	P82932
P02549	P82933
P02549	Q13084
P02549	Q15120
P02549	Q16795
P02549	Q4J6C6-4
P02549	Q5HYK3
P02549	Q5JTZ9
P02549	Q5SQN1
P02549	Q5ST30
P02549	Q5SWA1
P02549	Q5TC12
P02549	Q5THJ4
P02549	Q5VT66
P02549	Q6L8Q7
P02549	Q6P1X6
P02549	Q7L0Y3
P02549	Q7L8L6
P02549	Q7Z434
P02549	Q86TX2
P02549	Q8IYB8
P02549	Q8N183
P02549	Q8N5N7
P02549	Q8N983-4
P02549	Q8NC60
P02549	Q8NCN5
P02549	Q8TCS8
P02549	Q8TEV9
P02549	Q92575
P02549	Q92665
P02549	Q969V3-2
P02549	Q969Z3
P02549	Q96A35
P02549	Q96AG3
P02549	Q96D53
P02549	Q96DV4
P02549	Q96EL2
P02549	Q96EY7
P02549	Q96EY8
P02549	Q96GJ1
P02549	Q96HY6
P02549	Q96I36
P02549	Q99623
P02549	Q99729
P02549	Q9BQP7
P02549	Q9BSH4
P02549	Q9BYD1
P02549	Q9BYN8
P02549	Q9H0W5
P02549	Q9H9S3
P02549	Q9HD33
P02549	Q9NP81
P02549	Q9NR77
P02549	Q9NUL3
P02549	Q9NUU7-2
P02549	Q9NWT6
P02549	Q9NWU5
P02549	Q9NX40
P02549	Q9P015
P02549	Q9P032
P02549	Q9P0M9
P02549	Q9P0N8
P02549	Q9UI09
P02549	Q9Y291
P02549	Q9Y2R5
P02549	Q9Y2S7
P02549	Q9Y2W6
P02549	Q9Y2Z4
P02549	Q9Y399
P02549	Q9Y3D3
P02549	Q9Y3D5
P02549	Q9Y3D7
P02549	Q9Y697
P02549	P31946
P02549	P61981
P02549	Q9Y4B6
P02549	P40692
P02549	Q15149
P02549	Q9UQ84-4
P35249	Q6P656
P35249	Q92878
P35249	Q96MC2
P35249	Q96PU4
P35249	Q99626
O60341	P35249
P35249	Q14653
P35249	Q16695
P35249	Q86WV6
P35249	Q9BSI4
P35249	Q9NYB0
P35249	Q9Y5K1
P18858	P35249
P24864-3	P35249
P35249	Q09472
P35249	Q92878-3
P35249	Q96SD1-2
P35249	Q9BXW9
P35249	P49959-2
O14907	P35249
O60934	P35249
O75362	P35249
O75475	P35249
O94761	P35249
P0CG48	P35249
P10909	P35249
P11021	P35249
P12004	P35249
P16104	P35249
P18887	P35249
P25791-3	P35249
P26232	P35249
P35249	P38398
P35249	P48059
P35249	P51116
P35249	P51530
P35249	P53350
P35249	P56545
P35249	P59665
P35249	P61968
P35249	P68104
P35249	P78317
P35249	P78527
P35249	Q00987
P35249	Q13363
P35249	Q13422
P35249	Q13526
P35249	Q13547
P35249	Q16270
P35249	Q2M1P5
P35249	Q5S007
P35249	Q6UWZ7
P35249	Q7Z4V5
P35249	Q7Z5Q5
P35249	Q86UD0
P35249	Q8IUQ4
P35249	Q8IV36
P35249	Q8NI27
P35249	Q8TB96
P35249	Q8TDN6
P35249	Q8WVD3-2
P35249	Q92547
P35249	Q92769
P35249	Q92917
P35249	Q96BD5-3
P35249	Q96EA4
P35249	Q96HA8
P35249	Q96M94
P35249	Q96T58
P35249	Q9BZD6
P35249	Q9GZX5
P35249	Q9H7T9
P35249	Q9HAT8
P35249	Q9NVH0
P35249	Q9NY61
P35249	Q9UGC6
P35249	Q9UKL0
P35249	Q9UM11
P35249	Q9UQ84
P35249	Q9Y3Z3
P35249	Q9Y6K9
P35249	Q99708-2
P25800	P35249
P35249	Q99708-3
P25791	P35249
P28749-2	P35249
P35249	Q13363-2
P35249	Q9GZN2
B2RXF5	P35249
O00358	P35249
O00453-11	P35249
O14827	P35249
O43175	P35249
O43474	P35249
O43541	P35249
O43638	P35249
O43765	P35249
O60294	P35249
O60315	P35249
O60885	P35249
O75386	P35249
O75558	P35249
O94782	P35249
O95373	P35249
O95983	P35249
P00533	P35249
P01106	P35249
P09067	P35249
P0C7T5	P35249
P10275	P35249
P12532-2	P35249
P16083	P35249
P19784	P35249
P20749	P35249
P23515	P35249
P30041	P35249
P35249	P35712
P35249	P40305
P35249	P42771-2
P35249	P43694
P35249	P45983-3
P35249	P48552
P35249	P50583
P35249	P51570
P35249	P51610
P35249	P51681
P35249	P53779-2
P35249	P57682
P35249	P61962
P35249	P62273
P35249	P62424
P35249	Q00LT1
P35249	Q01196-10
P35249	Q02742
P35249	Q05086-3
P35249	Q12947
P35249	Q13489
P35249	Q13490
P35249	Q13535
P35249	Q13619-2
P35249	Q13620-3
P35249	Q15365
P35249	Q15583-4
P35249	Q16531
P35249	Q16659
P35249	Q16740
P35249	Q16778
P35249	Q16880
P35249	Q2M2Z5
P35249	Q32MQ0
P35249	Q5VTQ0
P35249	Q5VV42
P35249	Q63HK5
P35249	Q6UVY6
P35249	Q6ZQN5
P35249	Q6ZRI6
P35249	Q6ZSJ9
P35249	Q7Z417
P35249	Q7Z5M5
P35249	Q86YV6
P35249	Q8IVP5
P35249	Q8IX07
P35249	Q8IXL7
P35249	Q8IXZ2
P35249	Q8N3X6
P35249	Q8N7C3
P35249	Q8NAM6
P35249	Q8NC51
P35249	Q8NC74
P35249	Q8NEC5
P35249	Q8WW38
P35249	Q8WXI9
P35249	Q92618
P35249	Q92831
P35249	Q969M3
P35249	Q96EK4
P35249	Q96FZ2
P35249	Q96HB5
P35249	Q96JB3
P35249	Q96KM6
P35249	Q96MA1
P35249	Q99592
P35249	Q99594
P35249	Q99853
P35249	Q9BUE6
P35249	Q9BVG4
P35249	Q9BWD1
P35249	Q9BWF3
P35249	Q9BXL5
P35249	Q9BYF1
P35249	Q9BZG8
P35249	Q9C009
P35249	Q9H0I2
P35249	Q9H596
P35249	Q9H6P5
P35249	Q9H8V3-3
P35249	Q9H8Y1
P35249	Q9HC36
P35249	Q9HCG8
P35249	Q9HCN3
P35249	Q9HCS4
P35249	Q9NPL8
P35249	Q9NQ66-2
P35249	Q9NVS9
P35249	Q9NZ09
P35249	Q9NZR4
P35249	Q9P013
P35249	Q9UFD9
P35249	Q9UJX2
P35249	Q9UJZ1
P35249	Q9UKL3
P35249	Q9UN79
P35249	Q9UNE7
P35249	Q9UPN4-2
P35249	Q9Y216
P35249	Q9Y2V2
P35249	Q9Y3P8
P35249	Q9Y4X4
P35249	Q9Y5P3
C9JLW8	P35249
O15409	P35249
O94818	P35249
O94818-2	P35249
O95425-2	P35249
O95785	P35249
P29692-3	P35249
P35249	P35712-2
P35249	P37275-5
P35249	P42694
P35249	P51946
P35249	P63261
P35249	P63279
P35249	Q03112-1
P35249	Q13643
P35249	Q15583
P35249	Q15583-2
P35249	Q92786
P35249	Q96JN0
P35249	Q96MY1
P35249	Q9NQ66
P35249	Q9UIF8
P35249	Q9Y4F3
P35249	P56545-3
O00305	P35249
O60941-5	P35249
P33240	P35249
P35249	P42858
P35249	P54284
P35249	Q02641
P35249	Q04637-9
P35249	Q08117-2
P35249	Q13422-7
P35249	Q16719-2
P35249	Q76N32-2
P35249	Q8IUD6
P35249	Q8IXL7-2
P35249	Q8N3X6-3
P35249	Q9H6U6
P35249	Q9H6Z9
P35249	Q9UIF8-2
P35249	Q9Y6W3
P35249	P56545-2
A7XYQ1	P35249
O15287	P35249
O15379	P35249
O43623	P35249
O43929-2	P35249
O94805	P35249
O94906	P35249
O95817	P35249
P04406	P35249
P08047-2	P35249
P20226	P35249
P22392	P35249
P23258	P35249
P24385	P35249
P25054	P35249
P30084	P35249
P31939	P35249
P35221-3	P35249
P35249	P35613-2
P35249	P41182-2
P35249	P41743
P35249	P43699
P35249	P61587
P35249	P63162
P35249	P80365
P35249	P85037
P35249	Q00403
P35249	Q01664
P35249	Q02930
P35249	Q09028
P35249	Q13029-3
P35249	Q14129
P35249	Q15554
P35249	Q15561
P35249	Q16254
P35249	Q16352
P35249	Q2M3V2
P35249	Q5JPI9
P35249	Q5JSZ5
P35249	Q6PCT2
P35249	Q6W2J9
P35249	Q7Z3E1
P35249	Q86UW9
P35249	Q8IZL2
P35249	Q8TBB1
P35249	Q8TEB1
P35249	Q8TES7-5
P35249	Q92830
P35249	Q96AV8
P35249	Q99959
P35249	Q9BVS5
P35249	Q9BZK7
P35249	Q9H2S9
P35249	Q9HBZ2
P35249	Q9NW64
P35249	Q9NZQ7-3
P35249	Q9UII4
P35249	Q9Y3X0
P35249	Q9Y6B6
P35249	P35613
P35249	Q13131
P35249	Q86SE9
P35249	Q8NA82
P35249	Q96JN0-2
P35249	Q96MY1-2
P30281	P35249
P35249	Q96ST3
A4D1E9	P35249
A6NJ78	P35249
A8MXV4	P35249
O00217	P35249
O00746	P35249
O14979	P35249
O15091-2	P35249
O43678	P35249
O43819	P35249
O43824	P35249
O75306	P35249
O75419-3	P35249
O75879	P35249
O75964	P35249
O95202	P35249
O95714	P35249
O95831	P35249
P05023-3	P35249
P06576	P35249
P10515	P35249
P16615-3	P35249
P20337	P35249
P20674	P35249
P23368	P35249
P24539	P35249
P27144	P35249
P35249	P42765
P35249	P43361
P35249	P47985
P35249	P51648-2
P35249	P52198
P35249	P52815
P35249	P53597
P35249	P56556
P35249	P56589
P35249	P82650
P35249	P82932
P35249	P82933
P35249	Q13084
P35249	Q15120
P35249	Q16795
P35249	Q4J6C6-4
P35249	Q5HYK3
P35249	Q5JTZ9
P35249	Q5SQN1
P35249	Q5ST30
P35249	Q5SWA1
P35249	Q5TC12
P35249	Q5THJ4
P35249	Q5VT66
P35249	Q6L8Q7
P35249	Q6P1X6
P35249	Q7L0Y3
P35249	Q7L8L6
P35249	Q7Z434
P35249	Q86TX2
P35249	Q8IYB8
P35249	Q8N183
P35249	Q8N5N7
P35249	Q8N983-4
P35249	Q8NC60
P35249	Q8NCN5
P35249	Q8TCS8
P35249	Q8TEV9
P35249	Q92575
P35249	Q92665
P35249	Q969V3-2
P35249	Q969Z3
P35249	Q96A35
P35249	Q96AG3
P35249	Q96D53
P35249	Q96DV4
P35249	Q96EL2
P35249	Q96EY7
P35249	Q96EY8
P35249	Q96GJ1
P35249	Q96HY6
P35249	Q96I36
P35249	Q99623
P35249	Q99729
P35249	Q9BQP7
P35249	Q9BSH4
P35249	Q9BYD1
P35249	Q9BYN8
P35249	Q9H0W5
P35249	Q9H9S3
P35249	Q9HD33
P35249	Q9NP81
P35249	Q9NR77
P35249	Q9NUL3
P35249	Q9NUU7-2
P35249	Q9NWT6
P35249	Q9NWU5
P35249	Q9NX40
P35249	Q9P015
P35249	Q9P032
P35249	Q9P0M9
P35249	Q9P0N8
P35249	Q9UI09
P35249	Q9Y291
P35249	Q9Y2R5
P35249	Q9Y2S7
P35249	Q9Y2W6
P35249	Q9Y2Z4
P35249	Q9Y399
P35249	Q9Y3D3
P35249	Q9Y3D5
P35249	Q9Y3D7
P35249	Q9Y697
P31946	P35249
P35249	P61981
P35249	Q9Y4B6
P35249	P40692
P35249	Q15149
P35249	Q9UQ84-4
Q6P656	Q92878
Q6P656	Q96MC2
Q6P656	Q96PU4
Q6P656	Q99626
O60341	Q6P656
Q14653	Q6P656
Q16695	Q6P656
Q6P656	Q86WV6
Q6P656	Q9BSI4
Q6P656	Q9NYB0
Q6P656	Q9Y5K1
P18858	Q6P656
P24864-3	Q6P656
Q09472	Q6P656
Q6P656	Q92878-3
Q6P656	Q96SD1-2
Q6P656	Q9BXW9
P49959-2	Q6P656
O14907	Q6P656
O60934	Q6P656
O75362	Q6P656
O75475	Q6P656
O94761	Q6P656
P0CG48	Q6P656
